course_id,Quality,Difficulty,For Credit,Would Take Again,Grade,Textbook,Comment,professor,department,Attendance,Online Class
 ECON102,3.0,4.0,,,,Yes,"Arndt is nice and funny.  His class is fine if you're good at Econ, hard if you aren't.  He gives reviews sheets & sample questions, but they're not very indicative of his tests, and he even said certain questions wouldn't be on the test and then they were.",Sven Arndt ,Economics department,,
 ECON102,4.5,4.0,,,,Yes,"awesome guy that teaches well. he can be boring at times, but he is the man nonetheless",Sven Arndt ,Economics department,,
 BIO43,5.0,4.0,,,A,Yes,"Wiley is a great teacher, incredibly enthusiastic, and someone you will want to do research with after her class. That being said, she is hard. Her tests employ applications of topics to completely new scenarios more than just regurgitations of information. Don't take her if you want to coast.",Emily Wiley ,Biology department,Mandatory,
 BIO043,1.5,4.0,,,C,Yes,"Very enthusiastic and nice but relies entirely on the book.  Does zero teaching.  If you are a good book learner then you are good, but if you are an active learner it is terrible.",Emily Wiley ,Biology department,Mandatory,
 AISS1,5.0,3.0,,,,Yes,"I really really love professor Wiley. She is so enthusiastic and helpful and will bend over backwards to help her students with homework, labs, and research opportunities.",Emily Wiley ,Biology department,,
 BIO43,5.0,3.0,,,,Yes,Very nice and helpful teacher!,Emily Wiley ,Biology department,,
 BIO43L,5.0,4.0,,,,No,"Wiley is one of the best profs I have ever had! She is so much fun to have in class and always helpful in office hours. She also works to remember your name, which makes a huge difference. Definately take her if you can get into her class!",Emily Wiley ,Biology department,,
 BIO43,4.5,2.0,,,,Yes,Wiley is so cute! She is very enthusiastic and interested in what she teaches. She was very helpful and really cared whether or not students learned. I really liked her.,Emily Wiley ,Biology department,,
 BIO84L,5.0,1.0,,,,Yes,"Great teacher, super nice and smart.",Emily Wiley ,Biology department,,
 BIO43,4.5,2.0,,,,No,"She is soooooo nice and will do anything to help you do well.  The class is pretty easy.  Tests come right out of your notes, there are no surprises.  She is really into the subject and gets very excited about everything.",Emily Wiley ,Biology department,,
 PE110,5.0,1.0,Yes,Yes,,No,One of the best teachers out there. Has amazing stories and really knows what he's doing,David Hamilton ,Physical Education department,Not Mandatory,
 PE037,5.0,1.0,Yes,Yes,Not sure yet,No,Amazing professor. He clearly knows what he's doing and always has the greatest stories.,David Hamilton ,Physical Education department,Not Mandatory,
 CLIMB101,5.0,1.0,,,,No,Dave Hamilton is the man! His class is awesome.,David Hamilton ,Physical Education department,,
 PE110,5.0,1.0,,,,No,"Overall, class is pretty ""Rad"".",David Hamilton ,Physical Education department,,
 SPAN102,4.5,4.0,,,,No,"Absolutely adore her. This is my 2nd time having her (SP44 last year). It's a hard class that requires dedication and critical thinking. Never a boring class with Martinez. She's hilarious. Make sure to take really good class notes;she won't write everything down, so listen,& ask if you need clarification or are confused:Very helpful for studying",Maria Martinez ,Modern Languages department,,
 SPANI104,5.0,4.0,,,,Yes,Amazing teacher! Go to class!,Maria Martinez ,Modern Languages department,,
 SPAN102,3.5,4.0,,,,Yes,She is the best spanish teacher there is.  Comes off as very intimidating at first but it a total sweetheart.  She is so funny and makes class really fun.  It's a lot of work but totally worth it.,Maria Martinez ,Modern Languages department,,
 SPAN33,5.0,3.0,,,,No,Great teacher. She forces you to speak spanish in her class. If you attend all her classes and try you will be rewarded with a better grasp of the language and an A. Highly recommend her.,Maria Martinez ,Modern Languages department,,
 SPAN44,3.0,4.0,,,,No,Class is more conversation and literary analysis than grammar.Great class-much more interesting and rewarding than typical Spanish 33 and 44 classes!,Maria Martinez ,Modern Languages department,,
 SPAN1,5.0,2.0,,,,Yes,"if you go to class, study the practice tests, and do the homework, you will get an A easily. class attendance is MANDATORY. she teaches quickly and demands you speak a lot, but i learned a lot of spanish and the class was always fun. her bark is way worse than her bite - she acts tough but she is a total sweetheart and i loved the class.",Maria Martinez ,Modern Languages department,,
 SPAN44,5.0,4.0,,,,Yes,"Go to Class! Be ready to talk in class, do your homework, and attend classes and you will be fine.",Maria Martinez ,Modern Languages department,,
 SPAN44,5.0,3.0,,,,Yes,Excellent class overall.,Maria Martinez ,Modern Languages department,,
 SPAN44,4.5,3.0,,,,No,Great professor. Seems very intimidating but by the end of the class you will love her! Go to class and study your practice tests and you will be fine! Highly recommended.,Maria Martinez ,Modern Languages department,,
 SPAN44,5.0,3.0,,,,No,"Profesora Martinez is an amazing teacher. She seemed really intimidating at first but she's actually extremely helpful, understanding, and fun. She wants to get to know her students. In fact, we have taken multiple field trips. She makes sure everything's clear and class discussions are really fun too.",Maria Martinez ,Modern Languages department,,
 SPAN44,5.0,3.0,,,,Yes,"Martinez is amazing! She is so sweet and funny, and really helpful. Class discussions are mandatory so be ready to talk A LOT. You write a lot of short essays, and one longer 5 page essay at the end of the semester. Altogether, a great class, and easy to get a good grade if you participate in class, and do all the assignments.",Maria Martinez ,Modern Languages department,,
 SPAN33,3.5,1.0,,,,Yes,Martinez is super cool and super sweet. Homework is easy...tests are exactly like her practice tests. GO TO CLASS if you skip she will notice!,Maria Martinez ,Modern Languages department,,
 SPAN44,4.5,1.0,,,,No,Profesora Martinez is one of the best teachers that I have ever had the opportunity to learn from. Her classes are so much fun and we talk about the most random topics. She's flexible with assignments and tests and there is not a lot of busywork.,Maria Martinez ,Modern Languages department,,
 SPAN22,4.5,2.0,,,,Yes,"Fun teacher, sometimes talks a bit fast, but explains material very well, amazing spanish teacher.",Maria Martinez ,Modern Languages department,,
 SPAN33,4.5,2.0,,,,No,Awesome professor -- fun class -- you'll learn a lot without doing too much busywork,Maria Martinez ,Modern Languages department,,
 SPAN33,5.0,3.0,,,,Yes,The best spanish teacher there is...anywhere.,Maria Martinez ,Modern Languages department,,
 PSYCH155,4.0,2.0,Yes,,,No,"Ethnic Minorities & Mental Health Psychology was hands down the highlight of my semester.  Prof Hwang served as a very knowledgable resource for our learning in a very important issue on our campus.  Discussion-based course, great readings, would highly recommend for anyone wanting to increase cultural competency, not just for psych majors.",Wei-Chin Hwang ,Psychology department,Not Mandatory,
 PSYC155,3.0,2.0,Yes,,A-,No,very interest topics covered. My only problem with him is that he doesn't communicate well regarding his expectations for projects and papers. ,Wei-Chin Hwang ,Psychology department,Mandatory,
 ABNORMAL,1.0,2.0,Yes,,A,Yes,"He was insensitive when teaching a class that involves a sensitive topic. Also, the class involved purely on memorizing contents (which he told us what's going to be tested on - thus easy test) and NO critical thinking. He also taught based on old DSM-IV-TR not DSM 5. Such a bummer because the topic is supposed to be fascinating but the class wasnt",Wei-Chin Hwang ,Psychology department,Not Mandatory,
 PSYC070,4.5,2.0,Yes,,,Yes,"My favourite professor at CMC! Always willing to help students. He wants you to do well and is always in a good mood. Also, he brings his super cute dog to class!",Wei-Chin Hwang ,Psychology department,,
 ABNORMAL,4.0,3.0,Yes,,,Yes,"Really discussion-based so prepare to participate, tests were straight-forward and fair, all you have to do is read the textbook. He knows a lot in his field and is really welcoming. The content is super interesting too. Favorite class I've taken at CMC by far",Wei-Chin Hwang ,Psychology department,,
 PSYCH30,1.5,1.0,,,,Yes,"One of the easiest classes i've ever taken at CMC. However, the guy was amazingly inadequate as a professor. He routinely gave out blatantly incorrect information and showed a lack of a basic understanding of anything not directly related to his field of study. Great class to fulfill your GE in silence.",Wei-Chin Hwang ,Psychology department,,
 PSYCH50,3.0,1.0,,,,No,"Class seemed to improvise structure. But I liked that the class was almost completely discussion based and he is really open to having you participate and share your personal opinions. Assignments were easy but awkward (i.e. asking a friend about how they related to their race). An interesting, non-traditional way to fulfill psych GE credit.",Wei-Chin Hwang ,Psychology department,,
 PSYC153,4.0,2.0,,,,No,"ASAM Psych course extremely discussion-based.  Will often present views/material that are foreign to students, tries his best to explain concepts, sometimes fails.  However, gives amazing explanations of his own work (would like to see more explanation of procedure, however).  Tried to blame quietness of class on Asian stereotype--only sore point.",Wei-Chin Hwang ,Psychology department,,
 ECON350,1.0,5.0,Yes,No,A-,Yes,"Bird's class was extremely difficult. He gives an insane amount of reading per week. His classes are confusing and feel as though you are being talked at versus a dialogue. No answer will satisfy him, he will always have something negative to say about it. He is a nice guy, but not a prof I would take again. I studied dayght to pull off that A-",Graham Bird ,Economics department,Mandatory,
 ECON140,5.0,3.0,Yes,Yes,A-,No,"Great professor but you'll definitely have to do the work outside of the course. He expects that, as a college student, he doesn't have to hold your hand through the course and that you'll do the readings and come to class prepared. I learned a ton and he's hilarious and I will definitely visit CMC to catch up with him again.",Graham Bird ,Economics department,Mandatory,
 MATHE3,5.0,2.0,Yes,,A,No,"My first math class in years! Graham's funny and clear examples and teaching methods really made this class FUN, as hard as it is to believe. I aced it thanks to the availability of class videos which I re-watched at home, and the multiple weekly tutoring sessions made available by his awesome TAs. Definitely would take his classes again.",Graham Bird ,Economics department,Not Mandatory,
 140,3.5,2.0,Yes,,,Yes,"A lot of students seemed to find this class boring, but I thought it was super interesting.  If you don't do the readings, it will seem boring and random.  If you do the readings, it will seem quite relevant to what's happening in the world today.  You will get out of this class what you put into it.  ",Graham Bird ,Economics department,,
 ECON50,1.5,4.0,Yes,,,No,"Graham bird is a funny brit, that is as much positive as one can say of him. His lectures are confusing, his tests are difficult and he will not help unless you ask. Even then he provides little help and going to office hours is nearly useless.",Graham Bird ,Economics department,,
 ECON050CM05,2.0,3.0,Yes,,,No,"He is British. He is funny. He is not particularly helpful, and not particularly clear. Found my Indian classmates much more helpful.",Graham Bird ,Economics department,Not Mandatory,
 ECON050,2.5,3.0,,,,Yes,"Professor Bird has a very different teaching style. He expects you to read long, dry chapters before each class, and then answer his very difficult in class questions that stress him out. Hard grader. My class was very behind, and didn't cover taxes, fiscal, and monetary policy. I had to work extremely hard to get a B+.",Graham Bird ,Economics department,Mandatory,
 ECON350,4.5,4.0,,,,Yes,"Prof. Bird is thorough and tough, but he knows his stuff and will teach you well.  His lectures are far from boring, which is saying something when it comes to Global Finance (dull).  He won't let you get away with weak answers, but if you care about Econ, you will learn a lot from him, and I love his self deprecating humor",Graham Bird ,Economics department,,
 ECON50,1.0,4.0,,,,No,"He is not helpful at all! He doesn't answer questions ever and gets frustrated and a little angry if you ask any. His quizzes and tests are not impossible if you study what you've done in class, but it's not worth how boring and unhelpful he is as a prof. Everyone falls asleep in his class. Bird needs to learn to ANSWER QUESTIONS!",Graham Bird ,Economics department,,
 ECON50,1.0,4.0,,,,Yes,Professor Bird is terrible. He barely explains anything and is not very approachable. He doesnt prepare you well for the midterm or final. DONT TAKE HIS CLASS.,Graham Bird ,Economics department,,
 ECON50,3.5,1.0,,,,Yes,"Mr. Bird is an adorable british man who constantly tries to keep his class entertained with silly jokes. I wouldn't recommend his econ 50 for students looking to learn as much as possible, but he is entertaining and good grades are easily attained as long as you speak up in class, laugh at his jokes, and read the text every once in a while.",Graham Bird ,Economics department,,
 ECON50,1.5,3.0,,,,No,He tries to be funny but class is still very boring. He never answers questions in class and makes you feel bad if you have a question. You need to go to office hours to understand something more because class is not clear. He doesn't write on board very often and expects you to be able to understand everything just by listening to what he says.,Graham Bird ,Economics department,,
 ECON50,4.0,3.0,,,,Yes,"Hilarious British Professor. If you really pay attention this man is hilarious. Great for a GE. Don't but the newest version of the book, the versions haven't changed very much at all. Also because there aren't many grades be sure to go to office hours and really make sure you know your stuff",Graham Bird ,Economics department,,
 ECON50,2.0,2.0,,,,Yes,"Adorable British man. wouldn't recommend for econ majors, but good to get the GE done, most ppl get a decent grade with little work. Ask him about his son Simon Bird from The Inbetweeners.",Graham Bird ,Economics department,,
 ECON50,3.0,4.0,,,,No,"I started out liking his class, but it eventually became a drag to attend. His jokes don't get any funnier and his lectures are hard to follow along. He doesn't lecture from the book and just talks; you have to pay very good attention to get good notes.",Graham Bird ,Economics department,,
 ECON50,2.0,5.0,,,,No,"He's not the best teacher for those who want to be Econ majors. He is very organized with handouts, lecture outlines and problem sets, but does not work from the book but rather ""suggests"" we do the reading. There is not a lot of work assigned but don't let that fool you because you probably won't understand the material unless you do outside work.",Graham Bird ,Economics department,,
 ECON50,4.5,3.0,,,,Yes,"His lectures are very clear and there is very little work throughout the semester. The midterm and final were hard, but he gets all of his questions from class notes. He also tries to make the class funny which I think is very commendable considering how dry Econ 50 is.",Graham Bird ,Economics department,,
 ECON50,4.0,4.0,,,,Yes,"Great prof! I really like him and his teaching style. Granted having 75% of your grade resting on one test is incredibly stressful. There is little to no work in this class all semester long. If you understand what's going on and review your notes, the tests are no problem. He is theory based.",Graham Bird ,Economics department,,
 ECON50,4.0,3.0,,,,Yes,"Bird is a visiting professor from England, so his teaching style is very much British. You don't have to go to class and the final is 75% of the grade, but he is an absolutely great teacher. He's very approachable and explains things very clearly, and the midterm and final are not too difficult.",Graham Bird ,Economics department,,
 BIOL148,4.0,4.0,Yes,Yes,,No,"She is very sweet and passionate about neuroscience. She sometimes mixes up terms in lecture, but she's quick to point out her own mistakes. Our online tests were open note, so they were a bit on the harder side, she's a nitpicky grader. Homework assignments were good ways to bring up my grade, and she's great at explaining dense research papers!",Melissa Coleman ,Biology department,,Yes
 BIOL80,4.0,4.0,Yes,Yes,,No,"Professor Coleman is a wonderful professor, and makes the class extremely fun and interesting. The tests were also interesting though. They always felt really easy, but it did seem like she would take off points just to get you down to a certain grade. It was almost like your grade was predetermined. Besides for that, great class and fun professor",Melissa Coleman ,Biology department,Not Mandatory,
 BIOL80,5.0,3.0,Yes,Yes,,No,"Professor Coleman is fantastic! I took neurobiology with her for the GE, and even though I didn't enjoy the subject material, I learned a lot. Professor Coleman is kind, funny, and clearly passionate about science.",Melissa Coleman ,Biology department,Mandatory,
 AISS1B,3.5,1.0,Yes,,,No,Professor Coleman is super sweet and always brings her dog Elmer to class. She is super passionate about biology and neuroscience but sometimes her lectures can be a bit unclear. She definitely cares about all her students!,Melissa Coleman ,Biology department,Mandatory,
 MOLECULARNEURO,5.0,4.0,,,Not_Sure_Yet,Yes,Great professor! Has the best personality and interesting\entertaining lectures. Very helpful in class and during office hours. Requires a lot of reading but makes sure to explain all the topics very well and keeps it interesting. Definitely take her class if you can!,Melissa Coleman ,Biology department,Mandatory,
 BIO161L,5.0,3.0,,,,No,"Neuroscience 1. She is the most approachable, friendly, funny, up-beat lady (which is awesome for a Neuroscience class). Always willing to meet with students in her office and offers great 1 on 1 help. Makes lab fun! Highly recommended!",Melissa Coleman ,Biology department,,
 BIO80,4.5,4.0,,,,Yes,"A great teacher. The class is hard though, although the bad grade was largely my fault. She holds really fun labs that make it interesting for a non-science major, unlike pretty much all the other science courses you can take here. And they're usually short--another plus.",Melissa Coleman ,Biology department,,
 BIOL80,2.0,4.0,,,,Yes,"This class is way too hard for a non-major GE, way harder than most other sciences.  Most of the labs were pointless and some of thes were really long.  She might be great for science majors, but if you want a good grade, I don't recommend her for a GE.",Melissa Coleman ,Biology department,,
 BIO161,4.5,3.0,,,,Yes,She is a wonderful teacher. She really cares about her students and goes out of her way to make sure they are learning as much as possible. She lives basically on-campus so is very available for office hours pretty much 24/7 when you can make it. She also invited the whole class over and cooked us dinner.  She is overall a wonderful lady and makes ,Melissa Coleman ,Biology department,,
 ECON160,5.0,4.0,Yes,Yes,,No,"Prof Batta is amazing as a professor and person. He is always willing to help out over office hours and in things not class-related (introducing you to people, helping on research, or finding summer opportunities on your behalf). In Accounting Data Analytics we had to code in R for midterms, he will spot-check your code so you avoid syntax errors!",George Batta ,Economics department,Mandatory,
 ECON154,5.0,4.0,Yes,Yes,,Yes,"Professor Batta is easily one of the most well-versed academics within the Robert Day School. His lectures include real-life applications and are relevant to current events. Intense workload towards the end of the semester. Most students in the class are Robert Day Scholars, so be prepared to work hard if you are not a natural at econ/finance.",George Batta ,Economics department,Mandatory,
 ECON86,5.0,4.0,,,,Yes,"Class is very structured and organized, which I liked. The lectures are pretty boring, though, especially if you're not interested in the subject, but not because of Batta, it's just the accounting material. It's a demanding workload, so if you fall behind a little, get help ASAP. He's willing to help you out.",George Batta ,Economics department,,
 ECON154,4.0,3.0,,,,Yes,One of the most knowledgeable teachers at CMC. Class will be difficult at times but very in depth and you will learn a ton. Very helpful in office hours and wants students to learn.,George Batta ,Economics department,,
 ECON86,3.5,5.0,,,,Yes,"Batta is one of the hardest graders I've ever had, but doesn't seem to realize it, so he challenges his student to an extent that appears to be out of his control. The class was informative and necessary for my major, but I would never take it out of pure interest or for the sake of experiencing a great professor.",George Batta ,Economics department,,
 ECON154,5.0,4.0,,,,Yes,"Professor Batta is extremely smart and his vast knowledge of accounting is evident in the depth of the course.This course covers the basic, the intermediate and the advanced of financial accounting.He is a young professor who incorporates technology into the course(good Excel proficiency).You will work very hard but learn a lot at the same time.",George Batta ,Economics department,,
 ECON86,4.5,4.0,,,,Yes,"I had no real knowledge of accounting before this course. I got a good amount out of the material and am glad that I took this class. His class project was about 1/10th as long as professor Massoud's* project, so that was a plus. Sometimes there was material on the exams that we had not encountered before (in the long problems). Overall good course",George Batta ,Economics department,,
 ECON86,4.0,4.0,,,,Yes,"Accounting is a demanding class regardless of which prof you take it from, but if you go into his office hours and send him e-mails he will get back quickly. However, I found his tests to be quite different from his practice tests-- many concepts were thrown into a problem at once and it was difficult to solve.",George Batta ,Economics department,,
 ECON86,5.0,2.0,,,,Yes,"This professor rocks!!! Harvard background, clear expectations, made econ. 86 ineresting, recommend his class.",George Batta ,Economics department,,
 ECON86,4.5,3.0,,,,Yes,He is a great prof. His lectures are clear and understandable. His mixes powerpoint with lecture and bases tests directly off of the powerpoint and sample tests. Recommended!,George Batta ,Economics department,,
 SPAN125B,4.5,3.0,,,,Yes,"Wall is a professor of literature yet has a strong accent which could be both hilarious and very distracting/annoying. She is extremely inflexible in both assignments and communication and easily becomes passive aggressive in person and over email. I don't know how she does in language classes, but she is terrible at literature. Worst prof ever!",Catherine Wall ,Modern Languages department,,
 SPAN01,4.5,3.0,,,,Yes,"Prof. Wall is a great professor if you already have previous knowledge of spanish 1.  She is very accessible and encourages people to come for extra help. If you are dedicated in the class, do all of your homework and PARTICIPATE!!!! you will have no problems.  I really enjoyed it, and learned a lot",Catherine Wall ,Modern Languages department,,
 SPAN33,1.5,4.0,,,,Yes,Definitely plays favorites and can be very passive aggressive. She is easy to understand but does not provide much positive feedback at all,Catherine Wall ,Modern Languages department,,
 SPAN033,3.5,4.0,,,,Yes,Profesora Wall tried her best with an 8 am class. She's kind of a hard grader. She is very goofy and really stresses participation in class. the more you talk the better you will do.,Catherine Wall ,Modern Languages department,,
 SPAN22,4.0,4.0,,,,Yes,"The class was pretty hard and there was a ton of homework, but if you work at it, you can do well.  She is also a pretty good teacher who encourages you to contribute a lot.",Catherine Wall ,Modern Languages department,,
 SPAN022,3.0,5.0,,,,Yes,"This is the hardest intro spanish class I could imagine. Many of my friends are in 33 and don't understand our homework. She's good at teaching and I've learned a lot, but the tests are very hard and she gievs out about an hour or two of homework most nights. Attendance is mandatory along with multiple out of class activites. Very difficult course.",Catherine Wall ,Modern Languages department,,
 HUM3103,5.0,4.0,Yes,,,No,"I took Jasmine at Quest Univ, Canada and I can tell you that she is the greatest instructor ever.  Yeah you have to work hard but she works just as hard. On students' papers she writes pages of clear and helpful comments. Her brain seems full of info, like we all wondered how a head can contain that much. Her insights will blow your mind wide open.",Jasmine Aimaq ,Civilization department,Mandatory,
 CIV10,4.5,4.0,,,,No,"I am sitting here with a friend who went to USC and had this prof too and we both thought she was so great. I took her for a GE course that other profs teach too. She's the hardest one but taught a great class and is a lot of fun. I loved talking to her in her office hours, she can talk to you about anything and you'll laugh a lot.",Jasmine Aimaq ,Civilization department,,
 CIV20,1.5,4.0,,,,Yes,"Aimaq took a required GE and turned it into one of the most intellectually stimulating classes I have taken at the 5Cs.  I didn't always agree with her POV, but she challenged my views and made me rethink my assumptions about the subject matter.  You might not get the easy A you would with another professor, but it will be worth it.",Jasmine Aimaq ,Civilization department,,
 CIV10,5.0,1.0,,,,No,"I wish that Aimaq could teach the bulk of my classes at CMC.  She is amazing: EXTREMELY intelligent, witty, hilarious,understanding...  It takes a lot for a teacher to be able to teach you SO much, whilst letting the class run the discussion.  We watch great clips, too! On top of teaching us so much, she jokes and has fun. Very, very fair grader.",Jasmine Aimaq ,Civilization department,,
 CIV10,4.0,1.0,,,,Yes,"I don't know how anyone can NOT like Aimaq. she is fantastic and makes every class into insightful discussions. She is very open to many ways of thinking and to students' opinions. Even if there is a youtube video you find interesting, she will let you play it. NOT a hard grader. I would take another class she taught in an instant.",Jasmine Aimaq ,Civilization department,,
 CIV10,4.0,4.0,,,,No,"Wicked smart - she can talk intelligently on nearly anything. Tough grader, can be intimidating, and little emotional connection to students. Still, if you want a challenge, try her.",Jasmine Aimaq ,Civilization department,,
 CIV10,2.0,5.0,,,,Yes,"Essay prompts are confusing and unclear.  She gives papers back with no feedback except for the grade.  In her office hours, she is intimidating and hostile.  Discussions in class often led no where, and since we had too many books to cover in a semester, we were not able to delve deeply into any.  I would not recommend this prof to anyone.",Jasmine Aimaq ,Civilization department,,
 CIV10,2.0,5.0,,,,No,No Comments,Jasmine Aimaq ,Civilization department,,
 CIV10,3.5,5.0,,,,Yes,"She has the most work out of all the Civ10 teachers.  She is a very hard grader on everything you turn in.  She expects you to read about a book a night.  She's a very smart teacher.  You learn a lot, but your grade suffers.  I wouldn't suggest taking her if you are looking at Civ10 as an easy class.",Jasmine Aimaq ,Civilization department,,
 GENETICS,5.0,4.0,,,,Yes,"Professor Armstrong is THE professor to take at the Claremont Colleges. I had her for genetics and her enthusiasm is unparalleled!!! I never missed any of her classes because of how awesome she is, even though waking up so early is tough. Do whatever you can to take any of her classes, even if you have to change majors!",Jennifer Armstrong ,Biology department,,
 BIO143,4.5,1.0,,,,No,"Armstrong is fantastic.  I completely disagree with the other criticisms; in Bio 43 I never once opened the text book because everything I needed to know was in the lecture notes. She is a great lecturer and very straight forward with what you need to know.  If you go to the book for studying instead of notes, you'll only confuse yourself.",Jennifer Armstrong ,Biology department,,
 BIO43,4.5,4.0,,,,Yes,"I didn't take any AP science classes in high school, and was actually pretty rusty in science, but I still managed to get a good grade in her class. Her lectures and drawings are based completely off the book, so if you don't get anything, you always have a literary reference. I was honestly never confused. She's very chipper, even at 8AM.",Jennifer Armstrong ,Biology department,,
 BIO43,2.5,4.0,,,,Yes,"She comes across as a really nice lady. Don't let the smile fool you. She believes that everyone took AP Bio when we all didn't. Overall, she's an average teacher but I would not take her again. She is always available outside of class. Although that doesn't mean that she will help you fully comprehend the material. It's up 2 you. Read the book tho",Jennifer Armstrong ,Biology department,,
 PHIL30,5.0,1.0,,,,Yes,"One of the best teachers that I've had at CMC! His lectures are very clear, detailed, and he uses many different examples to get the points across. He has great humor and is very helpful during office hours.  Also, the work load is very light and reasonable. I highly recommend him!",Thomas Gardner ,Philosophy department,,
 PHIL030,2.5,5.0,,,,Yes,"The worst prof that I have had at CMC so far. Test and practice questions are completely different. Chooses grades based upon his own views of arguments, and will refuse to agree with other students' views in class even when his is clearly the weaker point. If you are stuck taking him, make sure you write about only what he wants to hear.",Thomas Gardner ,Philosophy department,,
 PHIL030,5.0,2.0,,,,No,"Professor Gardner is fantastic and really cares about presenting the information as clearly as possible.  With practice exam questions and availability for office hours, you are able to do very well as long as you put in some effort. Reading isn't always necessary, but being in class is vital for understanding the information.",Thomas Gardner ,Philosophy department,,
 PHIL30,5.0,5.0,,,,Yes,"his notes are definitely clear, but it is not enough to do well on tests because they are more like outlines. his tests are tricky (watch out for the true/false) and go in to see him about papers. although i think his tests are unfair, he is an energetic and all around great prof.",Thomas Gardner ,Philosophy department,,
 PHIL30,5.0,4.0,,,,Yes,He posts very clear notes from each lecture on Sakai. He has 5 mini exams throughout the semester. Going to his office hours is EXTREMELY helpful. He's very understanding and worked with me to raise my grade after two bad test grades. I went to see him before I turned in my first paper and I got a higher than class average grade. Great guy.,Thomas Gardner ,Philosophy department,,
 PHIL30,5.0,2.0,,,,Yes,"One of my favorite professors so far, great teaching method, grading is fair and straightforward.  He puts all his (very clear) notes on Sakai, so studying for the little quizzes is not difficult.  Great introduction to philosophy, and is also an easy class if you're not interested in the subject.",Thomas Gardner ,Philosophy department,,
 PHIL30,4.0,3.0,,,,Yes,"5 Exams worth 10% each, 2 four page papers worth 15% each and 5 reading responses. If he doesn't agree with your argument be ready to expect a B. But otherwise amazing professor, loved his teaching style specially his examples. He is very chill and also always willing to help outside of class.",Thomas Gardner ,Philosophy department,,
 PHIL30,5.0,2.0,,,,Yes,"Loved this class- fav this semester! I actually had no trouble waking up for this 8:10am class because I never wanted to miss any of the discussions! He is extremely clear, engaging, and passionate about philosophy; willing to help with anything or even just chat. Amazing class, great Prof & person. If you like philosophy, you'll love this class :)",Thomas Gardner ,Philosophy department,,
 PHIL95,4.5,3.0,,,,Yes,Took Prof. Gardner for Philosophy of Mind and Fundamentals of Logic- two of my favorite classes thus far.  Prof. Gardner is thorough in his explanations and very open to questions/discussion. Hes energetic and makes class fun! Tests aren't easy but if u pay attention its doable. Be interested in the subject or you'll struggle to enjoy it/keep up.,Thomas Gardner ,Philosophy department,,
 PHIL30,4.5,1.0,,,,Yes,"wow. i saved this GE for last because i wanted to take it so little. I took this class at 8am and it was by FAR my favorite class of the semester. his tests can be hard, but you can dispute any question and hes usually very open to giving you points back. very little work, easy grader, and an incredibly engaging professor",Thomas Gardner ,Philosophy department,,
 PHIL30,4.5,2.0,,,,Yes,"Great professor. Really helps you learn, and very dedicated to making sure the class understands everything. The tests were somewhat difficult at times, but he's very reasonable if you want to dispute any of the questions. Reading isn't very necessary, and you'll do well if you just study the class notes before the test",Thomas Gardner ,Philosophy department,,
 PHIL090,1.5,1.0,,,,No,"Professor Gardiner is on a permanent acid trip. Take his class and find out why. He will send wackjob arguments your way and when you rip them apart all he says is ""You didn't convince me"". Sign up if you want an easy A and the most boring yet frustrating experience of your life.",Thomas Gardner ,Philosophy department,,
 CS51,5.0,4.0,Yes,Yes,A,N/A,He is a good lecturer I took a Database course. He gave two mid-term exams and one final. lots of assignments and a group project. But the difficulty was fair enough.,Arthur Lee ,Computer Science department,Mandatory,Yes
 CS62,4.0,4.0,Yes,Yes,,No,"Somewhat intimidating and his lectures can be a bit awkward if nobody participates, but overall a great prof if you pay attention and do the homework. Don't procrastinate on CS homework, but if the whole class does, there's a high chance everyone will get an extension. His voice is pretty chill.",Arthur Lee ,Computer Science department,Not Mandatory,
 CSCI040,2.0,5.0,Yes,,B+,No,This was my first computer science class. There were three written tests  (as opposed to homework assignments done on computers) given throughout the semester that were very hard. The professor was understanding when I talked to him in person but impatient with questions during class. He had a hard time explaining.,Arthur Lee ,Computer Science department,Not Mandatory,
 CS135,3.5,2.0,Yes,,A,No,"Need to learn htmlcss, javascript (and jquery), php, and ajax. If you can do this and do simple programs with them, then its an easy A. He gives extensions for homework (there weren't many homework assignments) easily. Not super clear, but if you go to him he will tell you what he wants. Has many examples, use them when you do homework.",Arthur Lee ,Computer Science department,Not Mandatory,
 CS50,3.5,3.0,Yes,,,Yes,"The course web site is well organized and has a ton of really helpful resources, which makes up for his occasional lack of clarity.",Arthur Lee ,Computer Science department,Not Mandatory,
 CS51,1.0,4.0,,,,No,"This was the worst class I have taken in college.  He does not teach clearly, if you go to his office hours he is completely unhelpful and just makes you feel bad for not knowing the material.  Hands down worst professor I have had in all 3 1/2 years of college so far, worst class.  Claremont- go to Mudd or Pomona for this class.",Arthur Lee ,Computer Science department,,
 CS51,1.0,4.0,,,,No,"Literally the worst class I've ever taken. If you don't understand something and go to his office hours, he makes fun of you / criticizes you for not paying proper attention rather than helping. I used to be so interested in this subject...but I'm not taking any more CS classes, at least, not with him.",Arthur Lee ,Computer Science department,,
 CSCI51,3.0,5.0,,,,Yes,"Just do the work - spend hours on it, dedicate real effort to it, and you'll be fine. Art Lee gives you all the materials you need, but is not the best at answering questions. Just work it out.",Arthur Lee ,Computer Science department,,
